Table,State,Distr,Area,Total_Rural_Urban,Edu_level,Total_dis_popln,Male_dis_popln,Female_dis_popln,Seeing_dis_popln,Male_Seeing_popln,Female_Seeing_popln,Hearing_dis_popln,Male_Hearing_popln,Female_Hearing_popln,Speech_dis_popln,Male_Speech_popln,Female_Speech_popln,Movement_dis_popln,Male_Movement_popln,Female_Movement_popln,Mental_ret_dis_popln,Male_Mental_ret_popln,Female_Mental_ret_popln,Mental_ill_dis_popln,Male_Mental_ill_popln,Female_Mental_ill_popln,Other_dis_popln,Male_Other_popln,Female_Other_popln,Mult_dis_popln,Male_Mult_popln,Female_Mult_popln
C5129,22,000,State - CHHATTISGARH,Rural,Middle but below matric/secondary,45166,30948,14218,6261,4341,1920,5593,3817,1776,1659,1082,577,19607,13662,5945,1340,866,474,1455,1034,421,7154,4670,2484,2097,1476,621
C5129,22,000,State - CHHATTISGARH,Rural,Matric/Secondary but below graduate,32073,24649,7424,4530,3470,1060,4015,3174,841,852,633,219,14906,11456,3450,752,589,163,1035,850,185,4850,3520,1330,1133,957,176
C5129,22,000,State - CHHATTISGARH,Rural,Graduate and above,7459,6162,1297,1051,854,197,893,770,123,173,127,46,3825,3136,689,95,78,17,179,148,31,1028,857,171,215,192,23
C5129,22,000,State - CHHATTISGARH,Urban,Total ,126709,70495,56214,23104,12154,10950,18879,10073,8806,6954,3881,3073,34791,20832,13959,7716,4283,3433,4535,2571,1964,18625,10293,8332,12105,6408,5697
C5129,22,000,State - CHHATTISGARH,Urban,Illiterate,45653,18886,26767,7803,2858,4945,6305,2297,4008,2413,1137,1276,10441,4159,6282,3842,1908,1934,1964,886,1078,5602,2407,3195,7283,3234,4049
C5129,22,000,State - CHHATTISGARH,Urban,Literate,81056,51609,29447,15301,9296,6005,12574,7776,4798,4541,2744,1797,24350,16673,7677,3874,2375,1499,2571,1685,886,13023,7886,5137,4822,3174,1648
C5129,22,000,State - CHHATTISGARH,Urban,Literate but below primary,14960,8992,5968,2778,1614,1164,2293,1359,934,928,533,395,3781,2496,1285,1102,616,486,494,292,202,2152,1226,926,1432,856,576
C5129,22,000,State - CHHATTISGARH,Urban,Primary but below middle,18196,11076,7120,3352,1960,1392,2756,1610,1146,1022,584,438,5331,3519,1812,1006,604,402,674,417,257,2841,1601,1240,1214,781,433
C5129,22,000,State - CHHATTISGARH,Urban,Middle but below matric/secondary,13897,8818,5079,2424,1436,988,1989,1165,824,729,459,270,4634,3126,1508,604,399,205,498,345,153,2259,1348,911,760,540,220
C5129,22,000,State - CHHATTISGARH,Urban,Matric/Secondary but below graduate,20179,13744,6435,4000,2567,1433,3180,2148,1032,1062,682,380,6517,4729,1788,689,467,222,565,390,175,3355,2181,1174,811,580,231
C5129,22,000,State - CHHATTISGARH,Urban,Graduate and above,10908,7254,3654,2337,1480,857,1907,1250,657,642,397,245,3328,2338,990,237,152,85,189,147,42,1993,1283,710,275,207,68
C5129,23,000,State - MADHYA PRADESH,Total,Total ,1551931,888751,663180,270751,144282,126469,267361,145035,122326,69324,40317,29007,404738,252385,152353,77803,46571,31232,39513,23766,15747,295035,166124,128911,127406,70271,57135
C5129,23,000,State - MADHYA PRADESH,Total,Illiterate,736552,340533,396019,142098,60471,81627,122095,53298,68797,30084,15612,14472,167450,78472,88978,43349,23763,19586,21731,11039,10692,123133,56096,67037,86612,41782,44830
C5129,23,000,State - MADHYA PRADESH,Total,Literate,815379,548218,267161,128653,83811,44842,145266,91737,53529,39240,24705,14535,237288,173913,63375,34454,22808,11646,17782,12727,5055,171902,110028,61874,40794,28489,12305
C5129,23,000,State - MADHYA PRADESH,Total,Literate but below primary,175944,111580,64364,29578,18303,11275,30364,18322,12042,10265,6146,4119,41587,29238,12349,11277,6939,4338,3983,2569,1414,35608,21078,14530,13282,8985,4297
C5129,23,000,State - MADHYA PRADESH,Total,Primary but below middle,223286,145988,77298,35431,22675,12756,38973,23879,15094,10472,6414,4058,65172,46438,18734,9768,6369,3399,4949,3415,1534,46970,28959,18011,11551,7839,3712
C5129,23,000,State - MADHYA PRADESH,Total,Middle but below matric/secondary,156811,108446,48365,22733,15114,7619,26743,17317,9426,6880,4461,2419,51918,38508,13410,5229,3737,1492,3355,2548,807,33759,22198,11561,6194,4563,1631
C5129,23,000,State - MADHYA PRADESH,Total,Matric/Secondary but below graduate,145247,104894,40353,22610,15820,6790,27183,18322,8861,6451,4362,2089,45743,35387,10356,4184,3046,1138,3124,2508,616,31490,22010,9480,4462,3439,1023
C5129,23,000,State - MADHYA PRADESH,Total,Graduate and above,61679,42849,18830,10551,6970,3581,13142,8396,4746,2997,1940,1057,18253,13961,4292,1362,912,450,903,700,203,13173,8967,4206,1298,1003,295
C5129,23,000,State - MADHYA PRADESH,Rural,Total ,1105704,631523,474181,192819,101623,91196,179058,97217,81841,46389,27252,19137,309148,191581,117567,52079,31080,20999,27111,16225,10886,202346,114075,88271,96754,52470,44284
C5129,23,000,State - MADHYA PRADESH,Rural,Illiterate,583745,268213,315532,115936,49282,66654,95493,41768,53725,22945,12050,10895,140090,65322,74768,30347,16449,13898,15667,7787,7880,94351,42814,51537,68916,32741,36175
C5129,23,000,State - MADHYA PRADESH,Rural,Literate,521959,363310,158649,76883,52341,24542,83565,55449,28116,23444,15202,8242,169058,126259,42799,21732,14631,7101,11444,8438,3006,107995,71261,36734,27838,19729,8109
C5129,23,000,State - MADHYA PRADESH,Rural,Literate but below primary,133237,85950,47287,21929,13930,7999,22062,13651,8411,7639,4612,3027,33187,23633,9554,8523,5252,3271,3021,1961,1060,26629,15897,10732,10247,7014,3233
C5129,23,000,State - MADHYA PRADESH,Rural,Primary but below middle,158350,106315,52035,24545,16298,8247,26145,16667,9478,7196,4553,2643,49513,35732,13781,6570,4343,2227,3316,2328,988,32837,20727,12110,8228,5667,2561
C5129,23,000,State - MADHYA PRADESH,Rural,Middle but below matric/secondary,105112,75623,29489,13917,9786,4131,16321,11201,5120,4189,2818,1371,39001,29410,9591,3056,2275,781,2253,1783,470,22304,15274,7030,4071,3076,995
C5129,23,000,State - MADHYA PRADESH,Rural,Matric/Secondary but below graduate,71684,56388,15296,8955,7022,1933,10836,8233,2603,2518,1890,628,28449,22867,5582,1832,1473,359,1668,1448,220,15204,11642,3562,2222,1813,409
C5129,23,000,State - MADHYA PRADESH,Rural,Graduate and above,17629,14654,2975,2110,1736,374,2414,1943,471,543,428,115,8060,6747,1313,314,264,50,321,291,30,3466,2887,579,401,358,43
C5129,23,000,State - MADHYA PRADESH,Urban,Total ,446227,257228,188999,77932,42659,35273,88303,47818,40485,22935,13065,9870,95590,60804,34786,25724,15491,10233,12402,7541,4861,92689,52049,40640,30652,17801,12851
C5129,23,000,State - MADHYA PRADESH,Urban,Illiterate,152807,72320,80487,26162,11189,14973,26602,11530,15072,7139,3562,3577,27360,13150,14210,13002,7314,5688,6064,3252,2812,28782,13282,15500,17696,9041,8655
C5129,23,000,State - MADHYA PRADESH,Urban,Literate,293420,184908,108512,51770,31470,20300,61701,36288,25413,15796,9503,6293,68230,47654,20576,12722,8177,4545,6338,4289,2049,63907,38767,25140,12956,8760,4196
C5129,23,000,State - MADHYA PRADESH,Urban,Literate but below primary,42707,25630,17077,7649,4373,3276,8302,4671,3631,2626,1534,1092,8400,5605,2795,2754,1687,1067,962,608,354,8979,5181,3798,3035,1971,1064
C5129,23,000,State - MADHYA PRADESH,Urban,Primary but below middle,64936,39673,25263,10886,6377,4509,12828,7212,5616,3276,1861,1415,15659,10706,4953,3198,2026,1172,1633,1087,546,14133,8232,5901,3323,2172,1151
C5129,23,000,State - MADHYA PRADESH,Urban,Middle but below matric/secondary,51699,32823,18876,8816,5328,3488,10422,6116,4306,2691,1643,1048,12917,9098,3819,2173,1462,711,1102,765,337,11455,6924,4531,2123,1487,636
C5129,23,000,State - MADHYA PRADESH,Urban,Matric/Secondary but below graduate,73563,48506,25057,13655,8798,4857,16347,10089,6258,3933,2472,1461,17294,12520,4774,2352,1573,779,1456,1060,396,16286,10368,5918,2240,1626,614
C5129,23,000,State - MADHYA PRADESH,Urban,Graduate and above,44050,28195,15855,8441,5234,3207,10728,6453,4275,2454,1512,942,10193,7214,2979,1048,648,400,582,409,173,9707,6080,3627,897,645,252
C5129,24,000,State - GUJARAT,Total,Total ,1092302,612804,479498,214150,113617,100533,190675,100441,90234,60332,35277,25055,245879,149263,96616,66393,39309,27084,42037,24943,17094,197725,107415,90310,75111,42539,32572
C5129,24,000,State - GUJARAT,Total,Illiterate,405859,184031,221828,79035,32140,46895,70772,28446,42326,19795,10077,9718,70565,31503,39062,36518,20341,16177,20026,10016,10010,65362,29203,36159,43786,22305,21481
C5129,24,000,State - GUJARAT,Total,Literate,686443,428773,257670,135115,81477,53638,119903,71995,47908,40537,25200,15337,175314,117760,57554,29875,18968,10907,22011,14927,7084,132363,78212,54151,31325,20234,11091
C5129,24,000,State - GUJARAT,Total,Literate but below primary,145977,86753,59224,28303,16212,12091,25570,14628,10942,9415,5768,3647,31071,19901,11170,11420,6904,4516,5216,3298,1918,25267,13987,11280,9715,6055,3660
C5129,24,000,State - GUJARAT,Total,Primary but below middle,166808,99259,67549,32707,18712,13995,28753,16287,12466,10509,6221,4288,40318,26005,14313,8657,5498,3159,5901,3832,2069,31456,17329,14127,8507,5375,3132
C5129,24,000,State - GUJARAT,Total,Middle but below matric/secondary,101942,68321,33621,19828,12729,7099,16655,10807,5848,5911,3944,1967,29341,20986,8355,3050,2158,892,3121,2325,796,20375,12859,7516,3661,2513,1148
C5129,24,000,State - GUJARAT,Total,Matric/Secondary but below graduate,164992,108510,56482,33749,21578,12171,28994,18521,10473,8972,5803,3169,48002,33157,14845,2632,1794,838,4412,3253,1159,33259,20994,12265,4972,3410,1562
C5129,24,000,State - GUJARAT,Total,Graduate and above,57842,36985,20857,13184,8156,5028,11773,7213,4560,3300,2006,1294,14822,10389,4433,748,439,309,1199,802,397,11814,7290,4524,1002,690,312
C5129,24,000,State - GUJARAT,Rural,Total ,570479,321906,248573,98315,51468,46847,85434,44201,41233,29348,17554,11794,153695,94479,59216,39554,23361,16193,24821,14563,10258,93382,50458,42924,45930,25822,20108
C5129,24,000,State - GUJARAT,Rural,Illiterate,255087,113662,141425,48737,19338,29399,43254,16908,26346,12306,6288,6018,49440,21963,27477,21532,11841,9691,12853,6126,6727,37466,16277,21189,29499,14921,14578
C5129,24,000,State - GUJARAT,Rural,Literate,315392,208244,107148,49578,32130,17448,42180,27293,14887,17042,11266,5776,104255,72516,31739,18022,11520,6502,11968,8437,3531,55916,34181,21735,16431,10901,5530
C5129,24,000,State - GUJARAT,Rural,Literate but below primary,87378,54559,32819,15020,9231,5789,13470,8354,5116,5645,3607,2038,21389,14183,7206,8291,5043,3248,3459,2260,1199,13960,7980,5980,6144,3901,2243
C5129,24,000,State - GUJARAT,Rural,Primary but below middle,87064,54945,32119,14433,8933,5500,12060,7427,4633,5245,3316,1929,25762,17144,8618,5744,3711,2033,3527,2361,1166,15446,8846,6600,4847,3207,1640
C5129,24,000,State - GUJARAT,Rural,Middle but below matric/secondary,45903,32448,13455,6884,4767,2117,5439,3804,1635,2379,1685,694,17808,13029,4779,1521,1103,418,1496,1177,319,8654,5684,2970,1722,1199,523
C5129,24,000,State - GUJARAT,Rural,Matric/Secondary but below graduate,60134,43280,16854,8422,6127,2295,6810,4929,1881,2394,1738,656,26459,19199,7260,926,680,246,2066,1659,407,11177,7575,3602,1880,1373,507
C5129,24,000,State - GUJARAT,Rural,Graduate and above,10708,8026,2682,1305,982,323,966,734,232,308,239,69,5624,4251,1373,83,59,24,314,249,65,1896,1344,552,212,168,44
C5129,24,000,State - GUJARAT,Urban,Total ,521823,290898,230925,115835,62149,53686,105241,56240,49001,30984,17723,13261,92184,54784,37400,26839,15948,10891,17216,10380,6836,104343,56957,47386,29181,16717,12464
C5129,24,000,State - GUJARAT,Urban,Illiterate,150772,70369,80403,30298,12802,17496,27518,11538,15980,7489,3789,3700,21125,9540,11585,14986,8500,6486,7173,3890,3283,27896,12926,14970,14287,7384,6903
C5129,24,000,State - GUJARAT,Urban,Literate,371051,220529,150522,85537,49347,36190,77723,44702,33021,23495,13934,9561,71059,45244,25815,11853,7448,4405,10043,6490,3553,76447,44031,32416,14894,9333,5561
C5129,24,000,State - GUJARAT,Urban,Literate but below primary,58599,32194,26405,13283,6981,6302,12100,6274,5826,3770,2161,1609,9682,5718,3964,3129,1861,1268,1757,1038,719,11307,6007,5300,3571,2154,1417
C5129,24,000,State - GUJARAT,Urban,Primary but below middle,79744,44314,35430,18274,9779,8495,16693,8860,7833,5264,2905,2359,14556,8861,5695,2913,1787,1126,2374,1471,903,16010,8483,7527,3660,2168,1492
C5129,24,000,State - GUJARAT,Urban,Middle but below matric/secondary,56039,35873,20166,12944,7962,4982,11216,7003,4213,3532,2259,1273,11533,7957,3576,1529,1055,474,1625,1148,477,11721,7175,4546,1939,1314,625
C5129,24,000,State - GUJARAT,Urban,Matric/Secondary but below graduate,104858,65230,39628,25327,15451,9876,22184,13592,8592,6578,4065,2513,21543,13958,7585,1706,1114,592,2346,1594,752,22082,13419,8663,3092,2037,1055
C5129,24,000,State - GUJARAT,Urban,Graduate and above,47134,28959,18175,11879,7174,4705,10807,6479,4328,2992,1767,1225,9198,6138,3060,665,380,285,885,553,332,9918,5946,3972,790,522,268
C5129,25,000,State - DAMAN & DIU,Total,Total ,2196,1300,896,382,222,160,309,158,151,149,103,46,620,367,253,176,98,78,89,54,35,264,182,82,207,116,91
C5129,25,000,State - DAMAN & DIU,Total,Illiterate,834,376,458,123,53,70,106,26,80,67,38,29,182,70,112,123,66,57,45,24,21,58,33,25,130,66,64
C5129,25,000,State - DAMAN & DIU,Total,Literate,1362,924,438,259,169,90,203,132,71,82,65,17,438,297,141,53,32,21,44,30,14,206,149,57,77,50,27
C5129,25,000,State - DAMAN & DIU,Total,Literate but below primary,277,161,116,50,28,22,40,20,20,10,8,2,79,39,40,24,14,10,15,10,5,28,20,8,31,22,9
C5129,25,000,State - DAMAN & DIU,Total,Primary but below middle,288,191,97,54,29,25,41,29,12,23,19,4,93,62,31,7,3,4,12,7,5,46,32,14,12,10,2
C5129,25,000,State - DAMAN & DIU,Total,Middle but below matric/secondary,238,174,64,43,36,7,35,23,12,16,14,2,69,53,16,6,3,3,8,6,2,47,35,12,14,4,10
C5129,25,000,State - DAMAN & DIU,Total,Matric/Secondary but below graduate,407,296,111,85,61,24,67,45,22,28,20,8,139,102,37,4,4,0,8,7,1,62,46,16,14,11,3
C5129,25,000,State - DAMAN & DIU,Total,Graduate and above,87,55,32,20,10,10,7,7,0,3,3,0,40,26,14,0,0,0,1,0,1,15,8,7,1,1,0
C5129,25,000,State - DAMAN & DIU,Rural,Total ,777,451,326,146,95,51,80,36,44,56,33,23,254,145,109,66,37,29,34,20,14,65,37,28,76,48,28
C5129,25,000,State - DAMAN & DIU,Rural,Illiterate,344,153,191,48,20,28,34,8,26,37,19,18,93,33,60,47,24,23,18,9,9,15,10,5,52,30,22
C5129,25,000,State - DAMAN & DIU,Rural,Literate,433,298,135,98,75,23,46,28,18,19,14,5,161,112,49,19,13,6,16,11,5,50,27,23,24,18,6
C5129,25,000,State - DAMAN & DIU,Rural,Literate but below primary,105,69,36,23,15,8,10,8,2,3,2,1,31,18,13,11,7,4,7,5,2,6,4,2,14,10,4
C5129,25,000,State - DAMAN & DIU,Rural,Primary but below middle,101,64,37,24,15,9,9,8,1,7,6,1,36,21,15,2,1,1,3,2,1,17,8,9,3,3,0
C5129,25,000,State - DAMAN & DIU,Rural,Middle but below matric/secondary,78,57,21,19,18,1,10,4,6,2,2,0,32,25,7,2,1,1,3,2,1,8,5,3,2,0,2
C5129,25,000,State - DAMAN & DIU,Rural,Matric/Secondary but below graduate,109,81,28,25,24,1,15,8,7,7,4,3,37,29,8,2,2,0,3,2,1,16,8,8,4,4,0
C5129,25,000,State - DAMAN & DIU,Rural,Graduate and above,28,17,11,5,1,4,0,0,0,0,0,0,19,13,6,0,0,0,0,0,0,3,2,1,1,1,0
C5129,25,000,State - DAMAN & DIU,Urban,Total ,1419,849,570,236,127,109,229,122,107,93,70,23,366,222,144,110,61,49,55,34,21,199,145,54,131,68,63
C5129,25,000,State - DAMAN & DIU,Urban,Illiterate,490,223,267,75,33,42,72,18,54,30,19,11,89,37,52,76,42,34,27,15,12,43,23,20,78,36,42
C5129,25,000,State - DAMAN & DIU,Urban,Literate,929,626,303,161,94,67,157,104,53,63,51,12,277,185,92,34,19,15,28,19,9,156,122,34,53,32,21
C5129,25,000,State - DAMAN & DIU,Urban,Literate but below primary,172,92,80,27,13,14,30,12,18,7,6,1,48,21,27,13,7,6,8,5,3,22,16,6,17,12,5
C5129,25,000,State - DAMAN & DIU,Urban,Primary but below middle,187,127,60,30,14,16,32,21,11,16,13,3,57,41,16,5,2,3,9,5,4,29,24,5,9,7,2
C5129,25,000,State - DAMAN & DIU,Urban,Middle but below matric/secondary,160,117,43,24,18,6,25,19,6,14,12,2,37,28,9,4,2,2,5,4,1,39,30,9,12,4,8
C5129,25,000,State - DAMAN & DIU,Urban,Matric/Secondary but below graduate,298,215,83,60,37,23,52,37,15,21,16,5,102,73,29,2,2,0,5,5,0,46,38,8,10,7,3
C5129,25,000,State - DAMAN & DIU,Urban,Graduate and above,59,38,21,15,9,6,7,7,0,3,3,0,21,13,8,0,0,0,1,0,1,12,6,6,0,0,0
C5129,26,000,State - DADRA & NAGAR HAVELI,Total,Total ,3294,1893,1401,429,234,195,715,404,311,201,115,86,682,440,242,180,95,85,115,70,45,483,266,217,489,269,220
C5129,26,000,State - DADRA & NAGAR HAVELI,Total,Illiterate,1622,773,849,235,104,131,343,154,189,108,54,54,269,142,127,112,55,57,69,35,34,171,72,99,315,157,158
C5129,26,000,State - DADRA & NAGAR HAVELI,Total,Literate,1672,1120,552,194,130,64,372,250,122,93,61,32,413,298,115,68,40,28,46,35,11,312,194,118,174,112,62
C5129,26,000,State - DADRA & NAGAR HAVELI,Total,Literate but below primary,360,226,134,42,23,19,66,39,27,27,15,12,64,51,13,32,21,11,13,8,5,61,36,25,55,33,22
C5129,26,000,State - DADRA & NAGAR HAVELI,Total,Primary but below middle,414,269,145,57,34,23,107,75,32,15,9,6,82,51,31,14,9,5,12,8,4,62,41,21,65,42,23
C5129,26,000,State - DADRA & NAGAR HAVELI,Total,Middle but below matric/secondary,237,165,72,24,17,7,47,27,20,15,10,5,84,64,20,2,1,1,7,7,0,40,26,14,18,13,5
C5129,26,000,State - DADRA & NAGAR HAVELI,Total,Matric/Secondary but below graduate,392,276,116,40,31,9,79,59,20,19,17,2,124,89,35,5,0,5,10,8,2,95,59,36,20,13,7
C5129,26,000,State - DADRA & NAGAR HAVELI,Total,Graduate and above,124,79,45,14,11,3,37,22,15,6,4,2,28,23,5,1,0,1,1,1,0,31,15,16,6,3,3
C5129,26,000,State - DADRA & NAGAR HAVELI,Rural,Total ,1956,1097,859,260,136,124,393,220,173,119,68,51,388,243,145,118,67,51,85,50,35,248,135,113,345,178,167
C5129,26,000,State - DADRA & NAGAR HAVELI,Rural,Illiterate,1208,562,646,174,75,99,247,116,131,75,36,39,196,95,101,83,44,39,58,28,30,129,55,74,246,113,133
C5129,26,000,State - DADRA & NAGAR HAVELI,Rural,Literate,748,535,213,86,61,25,146,104,42,44,32,12,192,148,44,35,23,12,27,22,5,119,80,39,99,65,34
C5129,26,000,State - DADRA & NAGAR HAVELI,Rural,Literate but below primary,223,142,81,22,13,9,36,21,15,16,10,6,46,37,9,23,15,8,5,3,2,41,24,17,34,19,15
C5129,26,000,State - DADRA & NAGAR HAVELI,Rural,Primary but below middle,216,149,67,32,21,11,43,35,8,6,4,2,44,30,14,7,4,3,8,6,2,28,19,9,48,30,18
C5129,26,000,State - DADRA & NAGAR HAVELI,Rural,Middle but below matric/secondary,111,88,23,10,7,3,20,12,8,7,6,1,45,38,7,0,0,0,5,5,0,17,13,4,7,7,0
C5129,26,000,State - DADRA & NAGAR HAVELI,Rural,Matric/Secondary but below graduate,107,87,20,11,11,0,18,14,4,8,8,0,42,33,9,1,0,1,5,4,1,20,15,5,2,2,0
C5129,26,000,State - DADRA & NAGAR HAVELI,Rural,Graduate and above,20,14,6,2,2,0,6,3,3,1,1,0,5,5,0,0,0,0,1,1,0,3,0,3,2,2,0
C5129,26,000,State - DADRA & NAGAR HAVELI,Urban,Total ,1338,796,542,169,98,71,322,184,138,82,47,35,294,197,97,62,28,34,30,20,10,235,131,104,144,91,53
C5129,26,000,State - DADRA & NAGAR HAVELI,Urban,Illiterate,414,211,203,61,29,32,96,38,58,33,18,15,73,47,26,29,11,18,11,7,4,42,17,25,69,44,25
C5129,26,000,State - DADRA & NAGAR HAVELI,Urban,Literate,924,585,339,108,69,39,226,146,80,49,29,20,221,150,71,33,17,16,19,13,6,193,114,79,75,47,28
C5129,26,000,State - DADRA & NAGAR HAVELI,Urban,Literate but below primary,137,84,53,20,10,10,30,18,12,11,5,6,18,14,4,9,6,3,8,5,3,20,12,8,21,14,7
C5129,26,000,State - DADRA & NAGAR HAVELI,Urban,Primary but below middle,198,120,78,25,13,12,64,40,24,9,5,4,38,21,17,7,5,2,4,2,2,34,22,12,17,12,5
C5129,26,000,State - DADRA & NAGAR HAVELI,Urban,Middle but below matric/secondary,126,77,49,14,10,4,27,15,12,8,4,4,39,26,13,2,1,1,2,2,0,23,13,10,11,6,5
C5129,26,000,State - DADRA & NAGAR HAVELI,Urban,Matric/Secondary but below graduate,285,189,96,29,20,9,61,45,16,11,9,2,82,56,26,4,0,4,5,4,1,75,44,31,18,11,7
C5129,26,000,State - DADRA & NAGAR HAVELI,Urban,Graduate and above,104,65,39,12,9,3,31,19,12,5,3,2,23,18,5,1,0,1,0,0,0,28,15,13,4,1,3
C5129,27,000,State - MAHARASHTRA,Total,Total ,2963392,1692285,1271107,574052,311835,262217,473271,264956,208315,473610,260792,212818,548418,357348,191070,160209,90408,69801,58753,32907,25846,510736,279048,231688,164343,94991,69352
C5129,27,000,State - MAHARASHTRA,Total,Illiterate,958849,442646,516203,190389,79050,111339,145018,63009,82009,122525,58194,64331,147467,71356,76111,83202,44079,39123,22932,10080,12852,162106,73464,88642,85210,43414,41796
C5129,27,000,State - MAHARASHTRA,Total,Literate,2004543,1249639,754904,383663,232785,150878,328253,201947,126306,351085,202598,148487,400951,285992,114959,77007,46329,30678,35821,22827,12994,348630,205584,143046,79133,51577,27556
C5129,27,000,State - MAHARASHTRA,Total,Literate but below primary,413114,248756,164358,81536,47896,33640,65426,39031,26395,62993,34986,28007,78960,54724,24236,26411,15352,11059,6937,4021,2916,66036,36911,29125,24815,15835,8980
C5129,27,000,State - MAHARASHTRA,Total,Primary but below middle,401603,233486,168117,80336,45702,34634,66171,37620,28551,68162,35941,32221,77124,52409,24715,16516,9667,6849,7096,4187,2909,69553,37413,32140,16645,10547,6098
C5129,27,000,State - MAHARASHTRA,Total,Middle but below matric/secondary,291121,187147,103974,55262,34613,20649,46038,29066,16972,48232,28279,19953,64885,47500,17385,8657,5498,3159,5720,3868,1852,53119,32065,21054,9208,6258,2950
C5129,27,000,State - MAHARASHTRA,Total,Matric/Secondary but below graduate,540260,359818,180442,102088,66166,35922,91361,60081,31280,101839,63114,38725,112617,84392,28225,11229,7275,3954,8799,6320,2479,97702,62117,35585,14625,10353,4272
C5129,27,000,State - MAHARASHTRA,Total,Graduate and above,201430,131561,69869,38827,24747,14080,36278,23250,13028,43175,26329,16846,38614,28643,9971,3242,2039,1203,2676,1818,858,34941,22172,12769,3677,2563,1114
C5129,27,000,State - MAHARASHTRA,Rural,Total ,1666135,950781,715354,321266,171367,149899,237739,132348,105391,240835,131871,108964,363353,237783,125570,92318,51165,41153,33972,18658,15314,270742,146452,124290,105910,61137,44773
C5129,27,000,State - MAHARASHTRA,Rural,Illiterate,632040,283615,348425,131007,52503,78504,91676,38674,53002,76489,34665,41824,110064,52851,57213,49093,25263,23830,14217,5855,8362,100183,43952,56231,59311,29852,29459
C5129,27,000,State - MAHARASHTRA,Rural,Literate,1034095,667166,366929,190259,118864,71395,146063,93674,52389,164346,97206,67140,253289,184932,68357,43225,25902,17323,19755,12803,6952,170559,102500,68059,46599,31285,15314
C5129,27,000,State - MAHARASHTRA,Rural,Literate but below primary,272861,169840,103021,53263,32441,20822,39565,24808,14757,40425,23313,17112,58105,41067,17038,18491,10660,7831,4634,2706,1928,41261,23620,17641,17117,11225,5892
C5129,27,000,State - MAHARASHTRA,Rural,Primary but below middle,226612,136213,90399,43930,25819,18111,33038,19659,13379,37171,20073,17098,50979,35473,15506,9712,5635,4077,4273,2474,1799,37334,20360,16974,10175,6720,3455
C5129,27,000,State - MAHARASHTRA,Rural,Middle but below matric/secondary,155337,102995,52342,27885,17966,9919,21177,13946,7231,24705,14784,9921,41615,31041,10574,4343,2812,1531,3265,2236,1029,27178,16585,10593,5169,3625,1544
C5129,27,000,State - MAHARASHTRA,Rural,Matric/Secondary but below graduate,235624,166729,68895,41120,28144,12976,32642,22875,9767,39512,25814,13698,65452,50764,14688,4519,3092,1427,4518,3466,1052,41214,27527,13687,6647,5047,1600
C5129,27,000,State - MAHARASHTRA,Rural,Graduate and above,51627,39758,11869,8329,6343,1986,6953,5382,1571,8185,5897,2288,17004,13695,3309,686,492,194,941,760,181,8340,6235,2105,1189,954,235
C5129,27,000,State - MAHARASHTRA,Urban,Total ,1297257,741504,555753,252786,140468,112318,235532,132608,102924,232775,128921,103854,185065,119565,65500,67891,39243,28648,24781,14249,10532,239994,132596,107398,58433,33854,24579
C5129,27,000,State - MAHARASHTRA,Urban,Illiterate,326809,159031,167778,59382,26547,32835,53342,24335,29007,46036,23529,22507,37403,18505,18898,34109,18816,15293,8715,4225,4490,61923,29512,32411,25899,13562,12337
C5129,27,000,State - MAHARASHTRA,Urban,Literate,970448,582473,387975,193404,113921,79483,182190,108273,73917,186739,105392,81347,147662,101060,46602,33782,20427,13355,16066,10024,6042,178071,103084,74987,32534,20292,12242
C5129,27,000,State - MAHARASHTRA,Urban,Literate but below primary,140253,78916,61337,28273,15455,12818,25861,14223,11638,22568,11673,10895,20855,13657,7198,7920,4692,3228,2303,1315,988,24775,13291,11484,7698,4610,3088
C5129,27,000,State - MAHARASHTRA,Urban,Primary but below middle,174991,97273,77718,36406,19883,16523,33133,17961,15172,30991,15868,15123,26145,16936,9209,6804,4032,2772,2823,1713,1110,32219,17053,15166,6470,3827,2643
C5129,27,000,State - MAHARASHTRA,Urban,Middle but below matric/secondary,135784,84152,51632,27377,16647,10730,24861,15120,9741,23527,13495,10032,23270,16459,6811,4314,2686,1628,2455,1632,823,25941,15480,10461,4039,2633,1406
C5129,27,000,State - MAHARASHTRA,Urban,Matric/Secondary but below graduate,304636,193089,111547,60968,38022,22946,58719,37206,21513,62327,37300,25027,47165,33628,13537,6710,4183,2527,4281,2854,1427,56488,34590,21898,7978,5306,2672
C5129,27,000,State - MAHARASHTRA,Urban,Graduate and above,149803,91803,58000,30498,18404,12094,29325,17868,11457,34990,20432,14558,21610,14948,6662,2556,1547,1009,1735,1058,677,26601,15937,10664,2488,1609,879
C5129,28,000,State - ANDHRA PRADESH,Total,Total ,2266607,1224459,1042148,398144,198473,199671,334292,167226,167066,219543,121644,97899,538934,327947,210987,132380,70272,62108,43169,22283,20886,409775,214338,195437,190370,102276,88094
C5129,28,000,State - ANDHRA PRADESH,Total,Illiterate,1171078,536461,634617,223277,90494,132783,161061,65644,95417,101922,50083,51839,254734,129188,125546,86167,42395,43772,26655,11895,14760,185358,82137,103221,131904,64625,67279
