id,sector,firm_size,electricity_outage,has_website,internet_disruptions,female_ownership,credit_applied,credit_approved,credit_received_full,import_raw_materials_pct,export_indirect_pct,export_direct_pct,region,export_total_pct
31308,Retail,Small,Yes,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31312,Retail,Small,No,Yes,No,No,No obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31316,Retail,Small,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31318,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
31335,Retail,Small,No,No,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31338,Retail,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31425,Retail,Small,No,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
31440,Retail,Small,No,Yes,No,No,Major obstacle,Minor obstacle,No obstacle,20,0.0,0.0,Sindh,0.0
31469,Retail,Small,No,No,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31490,Retail,Medium,No,Yes,Yes,No,No obstacle,No obstacle,No obstacle,40,0.0,0.0,Sindh,0.0
31497,Retail,Medium,Yes,Yes,No,No,No obstacle,No obstacle,Minor obstacle,15,0.0,0.0,Sindh,0.0
31515,Hotels & Restaurants,Small,No,Yes,Yes,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31520,Hotels & Restaurants,Small,Yes,Yes,Yes,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31522,Hotels & Restaurants,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
31524,Hotels & Restaurants,Small,Yes,Yes,Yes,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31530,Hotels & Restaurants,Small,Yes,No,Yes,No,Minor obstacle,No obstacle,No obstacle,Don't know (spontaneous),0.0,0.0,Balochistan,0.0
31536,Hotels & Restaurants,Small,Yes,Yes,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31540,Hotels & Restaurants,Small,Yes,Yes,No,No,Very severe obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31548,Hotels & Restaurants,Small,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,10,0.0,0.0,Balochistan,0.0
31550,Hotels & Restaurants,Small,Yes,Yes,Yes,No,Very severe obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31576,Hotels & Restaurants,Small,Yes,No,No,No,Very severe obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
31577,Hotels & Restaurants,Small,Yes,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31579,Hotels & Restaurants,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31582,Hotels & Restaurants,Large,Yes,Yes,No,No,Major obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31592,Hotels & Restaurants,Medium,Yes,Yes,No,No,Minor obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31597,Hotels & Restaurants,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31599,Hotels & Restaurants,Medium,Yes,Yes,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31668,Retail,Large,Yes,Yes,Yes,No,Very severe obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
31669,Retail,Large,No,No,No,No,Major obstacle,Moderate obstacle,Moderate obstacle,30,0.0,0.0,Punjab,0.0
31695,Retail,Medium,No,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,No obstacle,10,0.0,0.0,Islamabad,0.0
31696,Retail,Medium,No,Yes,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
31701,Retail,Medium,Yes,Yes,No,No,No obstacle,Minor obstacle,Minor obstacle,40,0.0,0.0,Punjab,0.0
31703,Food,Medium,No,No,Yes,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31706,Food,Small,No,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
31710,Food,Small,No,No,No,Yes,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
31715,Food,Small,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
31726,Food,Small,Yes,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Minor obstacle,No obstacle,2,0.0,0.0,Sindh,0.0
31750,Food,Small,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
31753,Food,Medium,Yes,No,The establishment does not have an internet connection,No,No obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31756,Food,Medium,No,Yes,No,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31757,Food,Small,No,No,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
31767,Food,Medium,No,Yes,No,No,Major obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31780,Food,Large,No,Yes,No,No,Very severe obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
31792,Food,Small,No,Yes,The establishment does not have an internet connection,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
31802,Food,Medium,No,No,The establishment does not have an internet connection,No,Very severe obstacle,Moderate obstacle,Very severe obstacle,0,0.0,0.0,Islamabad,0.0
31804,Food,Small,Yes,No,No,No,Major obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31810,Food,Medium,No,No,No,No,Minor obstacle,No obstacle,Major obstacle,0,0.0,0.0,Balochistan,0.0
31817,Food,Medium,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
31823,Food,Small,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
31829,Food,Large,Yes,No,The establishment does not have an internet connection,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
31831,Food,Large,No,Yes,The establishment does not have an internet connection,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,0,0.0,0.0,Islamabad,0.0
31846,Food,Small,No,Yes,No,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31858,Food,Small,No,No,No,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31872,Food,Large,No,Yes,No,Yes,Major obstacle,Moderate obstacle,No obstacle,20,0.0,0.0,Balochistan,0.0
31878,Food,Small,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
31881,Food,Medium,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31895,Food,Medium,Yes,Yes,Yes,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,0,0.0,0.0,Punjab,0.0
31896,Food,Medium,No,Yes,No,No,Major obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
31908,Food,Medium,No,No,No,No,Very severe obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Sindh,0.0
31915,Food,Large,No,Yes,No,No,Very severe obstacle,Major obstacle,Very severe obstacle,0,0.0,0.0,Islamabad,0.0
31925,Food,Large,No,Yes,Yes,No,Major obstacle,No obstacle,No obstacle,60,0.0,0.0,Sindh,0.0
31930,Food,Small,Yes,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,No obstacle,0,40.0,0.0,Punjab,40.0
31941,Food,Medium,No,No,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
31943,Food,Medium,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31947,Food,Small,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
31957,Food,Medium,No,No,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
31984,Food,Large,No,Yes,No,No,Very severe obstacle,Very severe obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
31985,Food,Small,Yes,Yes,The establishment does not have an internet connection,No,Minor obstacle,Major obstacle,Moderate obstacle,0,0.0,60.0,Punjab,60.0
32001,Food,Small,Yes,No,No,No,Major obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
32015,Food,Medium,No,No,No,No,Major obstacle,No obstacle,No obstacle,50,0.0,0.0,Sindh,0.0
32028,Food,Medium,Yes,Yes,Yes,No,Major obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
32038,Food,Medium,No,No,The establishment does not have an internet connection,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
32039,Food,Small,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32040,Food,Small,Yes,No,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,100.0,0.0,Balochistan,100.0
32044,Food,Medium,No,No,The establishment does not have an internet connection,No,Moderate obstacle,Very severe obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
32055,Food,Large,No,Yes,No,No,Moderate obstacle,Very severe obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32056,Food,Large,Yes,Yes,No,Yes,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32061,Food,Large,No,Yes,Yes,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32064,Food,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Sindh,0.0
32072,Food,Small,No,Yes,The establishment does not have an internet connection,No,Very severe obstacle,Don't know (spontaneous),Very severe obstacle,0,0.0,0.0,Punjab,0.0
32078,Food,Small,Yes,Yes,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
32104,Textiles,Medium,No,No,No,No,Moderate obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
32112,Textiles,Small,No,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
32120,Textiles,Large,No,Yes,No,Yes,Major obstacle,Moderate obstacle,Moderate obstacle,20,0.0,0.0,Punjab,0.0
32126,Textiles,Large,Yes,Yes,No,No,Major obstacle,Minor obstacle,No obstacle,60,0.0,100.0,Balochistan,100.0
32139,Textiles,Medium,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
32140,Textiles,Large,Yes,Yes,No,Yes,Minor obstacle,No obstacle,No obstacle,70,0.0,75.0,Sindh,75.0
32144,Textiles,Small,No,Yes,No,No,Major obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Sindh,0.0
32148,Textiles,Small,No,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
32153,Textiles,Small,Yes,Yes,No,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32155,Textiles,Medium,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,100.0,Sindh,100.0
32160,Textiles,Large,No,Yes,No,No,Major obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32164,Textiles,Small,No,Yes,No,No,No obstacle,Minor obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32165,Textiles,Small,Yes,No,No,No,Major obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
32184,Textiles,Small,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,30,0.0,0.0,Sindh,0.0
32186,Textiles,Large,No,Yes,No,No,Very severe obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32196,Textiles,Medium,No,No,No,No,Major obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Sindh,0.0
32197,Textiles,Small,Yes,Yes,Yes,No,Very severe obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
32211,Textiles,Small,No,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
32214,Textiles,Large,No,No,No,No,Minor obstacle,No obstacle,Minor obstacle,0,30.0,30.0,Sindh,60.0
32216,Textiles,Small,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
32220,Textiles,Small,No,No,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
32227,Textiles,Small,No,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32244,Textiles,Large,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,20.0,0.0,Sindh,20.0
32269,Textiles,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32280,Textiles,Large,No,Yes,No,No,Moderate obstacle,Moderate obstacle,Major obstacle,40,0.0,100.0,Balochistan,100.0
32281,Textiles,Large,No,Yes,No,No,Very severe obstacle,Minor obstacle,Very severe obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32288,Textiles,Medium,No,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32292,Textiles,Small,Yes,Yes,No,No,Moderate obstacle,Minor obstacle,No obstacle,50,100.0,0.0,Sindh,100.0
32301,Textiles,Large,Yes,No,No,No,Major obstacle,Major obstacle,Minor obstacle,0,50.0,0.0,Punjab,50.0
32323,Textiles,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32338,Textiles,Medium,Yes,No,No,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,100.0,Punjab,100.0
32342,Textiles,Small,Yes,No,No,No,Major obstacle,Major obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
32358,Textiles,Large,No,Yes,Yes,Yes,Moderate obstacle,No obstacle,Moderate obstacle,60,0.0,60.0,Balochistan,60.0
32376,Textiles,Medium,Yes,Yes,No,Don't know (spontaneous),Major obstacle,Major obstacle,No obstacle,100,0.0,80.0,Balochistan,80.0
32379,Textiles,Small,No,No,The establishment does not have an internet connection,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
32387,Textiles,Small,No,No,No,No,Very severe obstacle,Minor obstacle,Minor obstacle,0,20.0,0.0,Sindh,20.0
32393,Textiles,Small,Yes,Yes,The establishment does not have an internet connection,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
32398,Textiles,Small,Yes,Yes,Yes,No,Moderate obstacle,Major obstacle,Moderate obstacle,50,40.0,0.0,Punjab,40.0
32401,Textiles,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
32403,Textiles,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
32414,Textiles,Small,No,Yes,No,No,Very severe obstacle,No obstacle,Very severe obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32428,Textiles,Medium,No,No,No,No,Minor obstacle,Major obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
32438,Garments,Large,No,Yes,No,No,Major obstacle,Major obstacle,Very severe obstacle,0,30.0,50.0,Punjab,80.0
32457,Garments,Large,No,No,No,No,Moderate obstacle,No obstacle,Moderate obstacle,60,0.0,100.0,Sindh,100.0
32479,Garments,Small,Yes,Yes,The establishment does not have an internet connection,No,Major obstacle,Major obstacle,Minor obstacle,0,100.0,0.0,Punjab,100.0
32484,Garments,Large,No,Yes,No,No,Major obstacle,Minor obstacle,No obstacle,50,50.0,50.0,Sindh,100.0
32512,Garments,Large,Yes,Yes,No,Yes,Moderate obstacle,Moderate obstacle,Major obstacle,20,0.0,30.0,Punjab,30.0
32514,Garments,Large,No,No,No,No,Major obstacle,Moderate obstacle,Major obstacle,0,50.0,0.0,Punjab,50.0
32516,Garments,Small,No,Yes,The establishment does not have an internet connection,No,Major obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
32530,Garments,Large,No,Yes,No,Yes,Major obstacle,No obstacle,No obstacle,50,0.0,100.0,Sindh,100.0
32553,Garments,Large,No,Yes,No,Yes,Major obstacle,No obstacle,No obstacle,0,0.0,100.0,Sindh,100.0
32557,Garments,Medium,No,No,No,No,Very severe obstacle,Very severe obstacle,No obstacle,60,0.0,40.0,Sindh,40.0
32567,Garments,Medium,No,Yes,Yes,No,Very severe obstacle,Very severe obstacle,Major obstacle,0,40.0,60.0,Punjab,100.0
32569,Garments,Medium,Yes,No,No,No,Very severe obstacle,Major obstacle,Major obstacle,60,0.0,100.0,Sindh,100.0
32575,Garments,Large,Yes,Yes,No,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,70.0,Punjab,70.0
32584,Garments,Large,No,Yes,No,Yes,Moderate obstacle,No obstacle,Minor obstacle,0,0.0,60.0,Sindh,60.0
32601,Garments,Large,Yes,Yes,No,Yes,Moderate obstacle,Moderate obstacle,No obstacle,10,0.0,100.0,Punjab,100.0
32608,Garments,Medium,Don't know (spontaneous),Yes,No,No,Moderate obstacle,Very severe obstacle,Major obstacle,0,40.0,0.0,Punjab,40.0
32611,Garments,Large,No,Yes,No,Yes,Very severe obstacle,Major obstacle,No obstacle,50,0.0,100.0,Sindh,100.0
32618,Garments,Large,No,Yes,No,No,Major obstacle,No obstacle,Minor obstacle,0,0.0,100.0,Sindh,100.0
32632,Garments,Medium,No,No,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
32633,Garments,Small,Yes,No,Yes,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
32635,Garments,Large,Yes,Yes,Yes,No,Major obstacle,Don't know (spontaneous),Major obstacle,0,40.0,0.0,Punjab,40.0
32658,Garments,Medium,Yes,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,15.0,80.0,Sindh,95.0
32663,Garments,Small,No,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
32668,Garments,Large,No,Yes,No,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,0,30.0,40.0,Punjab,70.0
32671,Garments,Large,No,No,No,No,Moderate obstacle,Moderate obstacle,Major obstacle,40,50.0,0.0,Punjab,50.0
32672,Garments,Small,No,Yes,The establishment does not have an internet connection,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,0,40.0,60.0,Punjab,100.0
32678,Garments,Large,No,Yes,No,No,Very severe obstacle,No obstacle,Minor obstacle,0,40.0,0.0,Sindh,40.0
32679,Garments,Medium,No,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
32681,Garments,Large,No,Yes,No,No,Moderate obstacle,Minor obstacle,No obstacle,40,0.0,0.0,Sindh,0.0
32682,Garments,Small,No,Yes,Yes,No,Very severe obstacle,Minor obstacle,Minor obstacle,0,40.0,40.0,Punjab,80.0
32694,Garments,Large,No,Yes,No,Yes,Moderate obstacle,No obstacle,No obstacle,0,0.0,100.0,Sindh,100.0
32700,Garments,Large,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,100.0,Punjab,100.0
32720,Garments,Medium,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
32733,Garments,Large,No,Yes,The establishment does not have an internet connection,No,Very severe obstacle,Major obstacle,Moderate obstacle,0,15.0,35.0,Punjab,50.0
32740,Garments,Medium,No,No,No,No,Major obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
32749,Garments,Large,Yes,Yes,No,No,Very severe obstacle,Very severe obstacle,Minor obstacle,0,50.0,50.0,Punjab,100.0
32751,Garments,Large,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,20,0.0,100.0,Punjab,100.0
32760,Garments,Medium,No,Yes,No,No,Very severe obstacle,Very severe obstacle,Major obstacle,0,30.0,70.0,Punjab,100.0
32766,Garments,Large,No,Yes,No,Yes,Major obstacle,No obstacle,Major obstacle,40,0.0,100.0,Sindh,100.0
32770,Garments,Large,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,50,0.0,60.0,Sindh,60.0
32773,Garments,Large,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,10,0.0,100.0,Punjab,100.0
32777,Garments,Large,No,No,No,Yes,Moderate obstacle,Minor obstacle,No obstacle,0,40.0,0.0,Sindh,40.0
32782,Garments,Large,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
32798,Garments,Small,Yes,Yes,No,No,Moderate obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
32809,Chemicals & Chemical Products,Medium,Don't know (spontaneous),Yes,Yes,No,Major obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
32817,Chemicals & Chemical Products,Large,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,No obstacle,20,0.0,0.0,Punjab,0.0
32821,Chemicals & Chemical Products,Large,Yes,Yes,Yes,No,Major obstacle,Very severe obstacle,Major obstacle,0,50.0,0.0,Punjab,50.0
32829,Chemicals & Chemical Products,Large,Yes,Yes,Yes,No,Minor obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32845,Chemicals & Chemical Products,Large,No,Yes,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
32850,Chemicals & Chemical Products,Medium,No,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32856,Chemicals & Chemical Products,Small,No,Yes,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
32859,Chemicals & Chemical Products,Medium,Yes,Yes,Yes,No,Major obstacle,Major obstacle,Major obstacle,20,0.0,50.0,Punjab,50.0
32868,Chemicals & Chemical Products,Large,Yes,Yes,No,No,Very severe obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
32893,Chemicals & Chemical Products,Large,No,Yes,No,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,30,0.0,0.0,Punjab,0.0
32897,Chemicals & Chemical Products,Medium,No,Yes,No,No,Major obstacle,Moderate obstacle,Very severe obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32901,Chemicals & Chemical Products,Large,Yes,Yes,Yes,No,Very severe obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32903,Chemicals & Chemical Products,Small,No,Yes,No,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32904,Chemicals & Chemical Products,Large,Yes,Yes,Yes,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,0.0,60.0,Punjab,60.0
32910,Chemicals & Chemical Products,Small,No,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
32914,Chemicals & Chemical Products,Large,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,No obstacle,30,0.0,0.0,Punjab,0.0
32916,Chemicals & Chemical Products,Large,No,Yes,No,Yes,Major obstacle,Minor obstacle,Minor obstacle,50,0.0,0.0,Balochistan,0.0
32923,Chemicals & Chemical Products,Large,Yes,Yes,No,No,Moderate obstacle,Major obstacle,Minor obstacle,0,20.0,0.0,Punjab,20.0
32929,Chemicals & Chemical Products,Large,No,Yes,No,No,Very severe obstacle,Very severe obstacle,Major obstacle,60,0.0,0.0,Punjab,0.0
32938,Chemicals & Chemical Products,Small,No,Yes,The establishment does not have an internet connection,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
32948,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Major obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
32949,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Very severe obstacle,Major obstacle,Minor obstacle,0,0.0,30.0,Punjab,30.0
32952,Chemicals & Chemical Products,Small,No,Yes,Yes,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
32955,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32957,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
32958,Chemicals & Chemical Products,Large,Yes,Yes,Yes,No,Moderate obstacle,Moderate obstacle,Very severe obstacle,0,0.0,0.0,Punjab,0.0
32959,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Very severe obstacle,Very severe obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32962,Chemicals & Chemical Products,Small,Yes,No,Yes,No,Moderate obstacle,Very severe obstacle,Major obstacle,0,50.0,0.0,Punjab,50.0
32967,Chemicals & Chemical Products,Medium,No,No,No,No,Major obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
32968,Chemicals & Chemical Products,Large,No,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
32973,Chemicals & Chemical Products,Small,Yes,Yes,No,No,Does not apply,Major obstacle,Don't know (spontaneous),0,0.0,0.0,Punjab,0.0
32983,Chemicals & Chemical Products,Large,No,Yes,No,No,Moderate obstacle,Very severe obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
32984,Chemicals & Chemical Products,Small,No,Yes,The establishment does not have an internet connection,No,Major obstacle,Very severe obstacle,Very severe obstacle,0,0.0,0.0,Islamabad,0.0
32988,Chemicals & Chemical Products,Medium,No,Yes,Yes,No,No obstacle,No obstacle,No obstacle,80,20.0,20.0,Sindh,40.0
